TotalDrinkUnitSales;TotalDrinkSales;TotalFoodSales;TotalFoodUnitSales;TotalNonConUnitSales;TotalNonConSales;customer_id;marital_status;yearly_income;gender;total_children;num_children_at_home;education;member_card;occupation;houseowner;num_cars_owned
4;3;16;4;0;0;5.688;M;$30K - $50K;F;4;2;High School Degree;Bronze;Skilled Manual;Y;2
0;0;24;10;2;3;5.689;M;$10K - $30K;M;4;4;Partial High School;Normal;Manual;Y;1
2;4;68;30;19;40;5.690;M;$30K - $50K;F;4;4;Partial High School;Golden;Manual;Y;3
10;12;210;96;18;41;5.691;M;$130K - $150K;F;1;1;High School Degree;Bronze;Professional;Y;4
0;0;0;0;0;0;5.692;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Management;N;3
4;11;18;7;0;0;5.693;S;$30K - $50K;M;3;0;High School Degree;Golden;Skilled Manual;Y;3
16;31;137;54;11;16;5.694;M;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Professional;N;2
0;0;0;0;0;0;5.695;M;$70K - $90K;F;0;0;Bachelors Degree;Silver;Professional;N;2
5;13;40;21;14;24;5.696;S;$70K - $90K;F;1;0;Bachelors Degree;Bronze;Professional;N;4
0;0;5;3;4;6;5.697;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;1
0;0;0;0;3;5;5.698;M;$10K - $30K;M;2;2;Partial High School;Normal;Skilled Manual;Y;0
0;0;3;2;3;8;5.699;S;$10K - $30K;M;1;0;Partial High School;Normal;Skilled Manual;N;1
27;59;518;244;95;215;5.700;M;$30K - $50K;M;3;2;High School Degree;Bronze;Manual;Y;3
4;4;51;29;1;1;5.701;M;$130K - $150K;F;4;3;High School Degree;Bronze;Professional;Y;3
6;7;105;49;15;32;5.702;M;$130K - $150K;F;3;3;Bachelors Degree;Silver;Professional;Y;3
0;0;0;0;0;0;5.703;S;$130K - $150K;F;3;0;Bachelors Degree;Bronze;Professional;N;1
6;14;87;45;3;11;5.704;S;$30K - $50K;M;3;0;Bachelors Degree;Bronze;Professional;Y;2
3;11;40;15;3;5;5.705;S;$30K - $50K;M;0;0;Partial High School;Bronze;Skilled Manual;N;1
0;0;16;5;0;0;5.706;M;$30K - $50K;F;4;2;Partial High School;Bronze;Skilled Manual;Y;4
18;42;373;170;56;92;5.707;M;$50K - $70K;F;5;2;Bachelors Degree;Golden;Professional;N;3
10;25;100;42;10;19;5.708;S;$50K - $70K;F;2;0;Bachelors Degree;Silver;Management;Y;4
2;2;2;1;0;0;5.709;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;5.710;M;$30K - $50K;F;2;1;High School Degree;Silver;Manual;Y;1
0;0;56;22;2;4;5.711;S;$30K - $50K;F;4;0;High School Degree;Bronze;Manual;Y;3
19;36;743;340;49;82;5.712;M;$70K - $90K;F;2;1;Bachelors Degree;Bronze;Management;Y;3
2;7;21;11;9;18;5.713;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;N;1
3;5;234;102;25;50;5.714;M;$130K - $150K;M;2;0;High School Degree;Bronze;Professional;Y;1
11;20;135;67;30;65;5.715;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
17;20;148;68;4;5;5.716;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;N;2
0;0;108;49;3;5;5.717;S;$30K - $50K;F;0;0;High School Degree;Bronze;Skilled Manual;N;2
7;10;88;46;11;23;5.718;M;$50K - $70K;F;2;1;Bachelors Degree;Bronze;Professional;Y;4
0;0;0;0;0;0;5.719;M;$110K - $130K;M;1;1;Bachelors Degree;Bronze;Professional;N;3
7;17;40;18;8;18;5.720;S;$30K - $50K;M;5;0;Partial High School;Bronze;Manual;N;3
3;4;94;38;6;16;5.721;M;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;4
8;20;59;34;6;17;5.722;M;$90K - $110K;M;5;2;Bachelors Degree;Bronze;Professional;Y;2
6;10;134;51;10;15;5.723;M;$70K - $90K;F;3;1;Bachelors Degree;Bronze;Professional;N;1
16;53;253;101;40;93;5.724;M;$70K - $90K;M;4;0;Graduate Degree;Golden;Management;Y;1
0;0;45;23;11;14;5.725;S;$50K - $70K;M;5;0;Bachelors Degree;Bronze;Professional;N;4
3;8;132;62;0;0;5.726;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;1
9;23;120;58;16;33;5.727;S;$10K - $30K;F;2;0;Partial High School;Bronze;Manual;Y;1
0;0;5;2;1;2;5.728;M;$150K +;M;1;1;Bachelors Degree;Golden;Professional;Y;1
2;5;54;24;4;10;5.729;S;$10K - $30K;M;4;0;Bachelors Degree;Normal;Professional;Y;1
0;0;11;6;5;7;5.730;M;$70K - $90K;F;1;1;Graduate Degree;Bronze;Management;N;3
3;2;106;50;18;41;5.731;M;$50K - $70K;F;3;3;Bachelors Degree;Golden;Professional;N;3
2;2;27;14;8;19;5.732;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;N;1
7;12;132;66;29;70;5.733;M;$10K - $30K;M;2;1;Partial High School;Normal;Manual;Y;0
15;31;350;167;20;42;5.734;M;$30K - $50K;M;3;1;High School Degree;Normal;Skilled Manual;Y;1
4;16;74;38;11;24;5.735;S;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Professional;N;1
0;0;91;40;3;5;5.736;S;$30K - $50K;F;3;0;High School Degree;Bronze;Skilled Manual;Y;4
0;0;0;0;0;0;5.737;M;$70K - $90K;F;4;3;Graduate Degree;Bronze;Professional;N;3
31;50;231;101;34;63;5.738;M;$10K - $30K;M;1;1;Partial High School;Normal;Manual;Y;1
6;12;153;75;30;63;5.739;M;$10K - $30K;M;3;0;Partial High School;Bronze;Manual;Y;1
46;106;505;227;59;118;5.740;S;$130K - $150K;F;3;0;Partial High School;Bronze;Management;Y;1
4;11;80;29;6;14;5.741;M;$50K - $70K;F;3;3;Bachelors Degree;Golden;Professional;Y;2
58;113;872;402;142;304;5.742;S;$70K - $90K;F;4;0;Bachelors Degree;Bronze;Professional;Y;3
3;5;165;79;11;20;5.743;M;$130K - $150K;M;3;3;High School Degree;Golden;Professional;N;3
19;50;376;170;14;25;5.744;M;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;0
0;0;56;25;7;9;5.745;M;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Professional;Y;2
10;25;154;84;12;19;5.746;S;$70K - $90K;F;4;0;High School Degree;Bronze;Professional;Y;1
2;5;92;55;18;43;5.747;M;$70K - $90K;F;4;1;Graduate Degree;Bronze;Professional;Y;2
0;0;54;23;7;16;5.748;M;$50K - $70K;M;3;3;Bachelors Degree;Golden;Professional;Y;3
1;4;2;1;0;0;5.749;M;$130K - $150K;M;4;4;Partial High School;Silver;Professional;Y;3
0;0;0;0;0;0;5.750;M;$10K - $30K;F;4;4;Partial High School;Normal;Manual;Y;2
0;0;119;50;5;11;5.751;S;$30K - $50K;M;2;0;Partial College;Bronze;Professional;Y;2
0;0;0;0;0;0;5.752;M;$50K - $70K;F;3;1;Partial High School;Bronze;Manual;N;3
2;7;84;47;7;19;5.753;M;$10K - $30K;M;3;1;Partial High School;Normal;Skilled Manual;Y;2
0;0;70;30;0;0;5.754;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;N;2
0;0;23;8;2;4;5.755;S;$10K - $30K;M;1;0;Partial College;Normal;Professional;Y;1
0;0;79;42;4;7;5.756;S;$50K - $70K;M;3;0;Bachelors Degree;Silver;Professional;N;3
43;84;515;241;95;187;5.757;S;$30K - $50K;M;1;0;Partial College;Bronze;Clerical;Y;3
0;0;0;0;0;0;5.758;S;$90K - $110K;F;0;0;Partial High School;Bronze;Professional;Y;2
15;39;96;40;15;28;5.759;M;$70K - $90K;F;5;4;Bachelors Degree;Golden;Professional;Y;2
12;21;218;118;40;68;5.760;M;$30K - $50K;F;5;1;High School Degree;Bronze;Manual;N;3
3;5;36;17;6;21;5.761;M;$110K - $130K;M;1;1;Bachelors Degree;Silver;Professional;Y;3
0;0;0;0;0;0;5.762;M;$50K - $70K;F;5;3;Bachelors Degree;Golden;Professional;Y;2
4;3;0;0;0;0;5.763;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Management;N;3
0;0;0;0;0;0;5.764;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;1
11;17;112;58;11;24;5.765;M;$30K - $50K;M;2;2;High School Degree;Bronze;Manual;N;3
54;114;863;418;100;179;5.766;M;$70K - $90K;M;5;2;Partial High School;Bronze;Management;Y;3
18;32;134;58;25;51;5.767;M;$30K - $50K;F;3;2;Partial High School;Bronze;Skilled Manual;N;2
14;38;215;106;27;58;5.768;M;$10K - $30K;F;2;1;Partial High School;Normal;Manual;Y;2
6;7;127;58;12;20;5.769;S;$50K - $70K;M;1;0;Partial High School;Bronze;Manual;N;2
0;0;67;28;6;13;5.770;M;$30K - $50K;F;4;2;High School Degree;Bronze;Manual;N;2
4;9;100;41;9;22;5.771;S;$30K - $50K;M;0;0;Partial College;Bronze;Clerical;N;3
6;11;26;11;3;2;5.772;M;$150K +;M;1;1;Partial High School;Golden;Management;N;2
0;0;66;33;5;14;5.773;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;N;2
0;0;106;44;6;21;5.774;M;$30K - $50K;F;2;2;High School Degree;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;5.775;M;$70K - $90K;F;4;4;High School Degree;Golden;Professional;N;4
0;0;0;0;0;0;5.776;M;$30K - $50K;F;1;1;High School Degree;Bronze;Manual;Y;2
9;18;88;48;8;23;5.777;M;$50K - $70K;M;1;1;Bachelors Degree;Silver;Management;Y;3
0;0;28;14;0;0;5.778;S;$30K - $50K;F;0;0;Partial High School;Bronze;Manual;N;2
0;0;0;0;0;0;5.779;M;$30K - $50K;M;2;1;Partial High School;Bronze;Manual;Y;2
0;0;14;5;7;16;5.780;M;$10K - $30K;M;3;3;Partial High School;Silver;Skilled Manual;Y;1
5;11;125;59;7;10;5.781;M;$30K - $50K;M;2;2;High School Degree;Bronze;Skilled Manual;Y;2
22;41;135;55;26;58;5.782;S;$50K - $70K;M;5;0;Graduate Degree;Bronze;Professional;Y;4
0;0;19;9;0;0;5.783;S;$30K - $50K;F;4;0;Partial High School;Silver;Manual;Y;2
6;16;41;23;6;14;5.784;S;$90K - $110K;F;3;0;Bachelors Degree;Bronze;Professional;Y;3
0;0;16;6;0;0;5.785;M;$10K - $30K;F;2;2;Bachelors Degree;Normal;Professional;N;0
11;26;274;122;64;136;5.786;M;$10K - $30K;M;4;2;Partial High School;Normal;Skilled Manual;N;2
2;5;31;12;5;11;5.787;S;$30K - $50K;F;4;0;High School Degree;Bronze;Skilled Manual;Y;4
4;11;24;14;11;21;5.788;S;$10K - $30K;M;5;0;Partial High School;Normal;Skilled Manual;Y;0
5;12;50;29;20;43;5.789;M;$70K - $90K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
26;62;461;229;47;111;5.790;M;$70K - $90K;M;2;2;High School Degree;Bronze;Professional;Y;3
24;45;337;143;37;81;5.791;S;$50K - $70K;M;3;0;Partial College;Bronze;Management;N;4
6;9;155;61;24;56;5.792;S;$70K - $90K;M;5;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;22;8;4;7;5.793;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;N;4
4;10;91;45;0;0;5.794;M;$30K - $50K;F;1;1;High School Degree;Bronze;Manual;Y;2
0;0;15;10;0;0;5.795;M;$30K - $50K;F;3;3;Partial College;Golden;Clerical;Y;2
0;0;21;8;4;4;5.796;M;$110K - $130K;F;3;2;High School Degree;Bronze;Management;Y;4
0;0;0;0;2;4;5.797;M;$130K - $150K;F;5;5;Graduate Degree;Golden;Professional;Y;3
2;3;13;6;4;6;5.798;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;N;4
15;31;136;63;34;70;5.799;S;$110K - $130K;F;4;0;Graduate Degree;Silver;Management;Y;2
0;0;1;1;0;0;5.800;M;$30K - $50K;M;1;1;Partial College;Bronze;Skilled Manual;Y;3
5;10;10;3;3;2;5.801;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
11;19;118;58;27;56;5.802;S;$50K - $70K;F;3;0;Partial High School;Bronze;Manual;N;4
7;5;61;34;18;57;5.803;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;4
2;5;10;4;2;6;5.804;S;$30K - $50K;M;2;0;Partial College;Bronze;Clerical;Y;2
11;25;141;58;12;24;5.805;S;$30K - $50K;M;1;0;Partial High School;Bronze;Manual;N;3
6;15;26;9;12;30;5.806;S;$70K - $90K;M;2;0;Partial High School;Bronze;Professional;N;3
0;0;20;8;0;0;5.807;M;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Management;Y;1
3;7;86;36;19;46;5.808;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;1
29;44;253;116;18;38;5.809;M;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;0
21;35;209;110;22;47;5.810;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;Y;1
8;22;30;14;3;4;5.811;S;$30K - $50K;M;2;0;High School Degree;Normal;Skilled Manual;Y;3
9;19;43;20;0;0;5.812;S;$10K - $30K;M;5;0;Partial High School;Normal;Skilled Manual;N;0
14;26;329;168;60;121;5.813;S;$30K - $50K;M;4;0;Partial College;Bronze;Skilled Manual;N;2
9;12;90;46;15;24;5.814;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;Y;2
0;0;7;5;0;0;5.815;M;$30K - $50K;F;5;5;Partial College;Golden;Manual;Y;3
2;1;11;8;6;10;5.816;M;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;Y;1
4;6;24;12;10;32;5.817;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;4
3;2;34;12;15;35;5.818;M;$150K +;M;0;0;Partial High School;Silver;Management;Y;4
0;0;56;26;7;5;5.819;M;$50K - $70K;F;2;1;Bachelors Degree;Bronze;Management;Y;4
22;57;356;162;62;132;5.820;S;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;1
0;0;101;39;7;10;5.821;M;$70K - $90K;F;4;3;Bachelors Degree;Normal;Professional;Y;4
3;5;6;3;0;0;5.822;S;$70K - $90K;M;5;0;Bachelors Degree;Bronze;Professional;Y;2
2;5;58;25;9;28;5.823;M;$50K - $70K;F;3;1;Bachelors Degree;Bronze;Professional;Y;1
3;2;69;28;7;12;5.824;M;$30K - $50K;M;3;1;High School Degree;Silver;Skilled Manual;N;3
0;0;43;19;20;42;5.825;S;$30K - $50K;F;4;0;Partial High School;Bronze;Skilled Manual;N;1
8;16;105;64;16;34;5.826;M;$10K - $30K;F;4;0;Partial High School;Normal;Manual;Y;1
29;53;183;84;24;55;5.827;M;$30K - $50K;M;3;3;Partial College;Golden;Professional;Y;3
3;6;7;2;1;3;5.828;M;$10K - $30K;F;1;1;Partial High School;Normal;Skilled Manual;Y;1
3;11;130;62;7;12;5.829;M;$10K - $30K;M;5;5;Partial High School;Normal;Skilled Manual;Y;1
5;11;55;28;10;22;5.830;S;$90K - $110K;M;4;0;Bachelors Degree;Bronze;Professional;Y;2
14;16;269;117;28;54;5.831;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;4
0;0;0;0;0;0;5.832;M;$30K - $50K;M;3;3;Bachelors Degree;Golden;Management;Y;3
12;27;187;98;29;67;5.833;S;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Professional;N;3
11;19;157;67;24;43;5.834;S;$10K - $30K;F;0;0;Partial High School;Normal;Manual;N;0
4;5;65;34;6;10;5.835;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;N;1
3;11;103;49;2;2;5.836;M;$70K - $90K;M;3;3;Bachelors Degree;Golden;Management;Y;3
0;0;0;0;0;0;5.837;S;$30K - $50K;M;0;0;High School Degree;Normal;Skilled Manual;Y;3
0;0;159;70;18;37;5.838;M;$30K - $50K;F;3;3;Partial College;Golden;Skilled Manual;Y;2
7;7;125;55;2;6;5.839;S;$110K - $130K;F;5;0;Bachelors Degree;Golden;Professional;Y;1
0;0;22;9;3;6;5.840;M;$30K - $50K;F;2;1;Partial College;Bronze;Clerical;Y;3
0;0;10;3;0;0;5.841;S;$150K +;M;2;0;High School Degree;Silver;Management;Y;4
4;9;96;45;6;16;5.842;S;$90K - $110K;F;1;0;Graduate Degree;Bronze;Professional;Y;3
2;3;6;4;0;0;5.843;S;$110K - $130K;M;3;0;Partial High School;Bronze;Professional;Y;2
32;56;324;164;39;99;5.844;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;Y;1
3;9;61;23;0;0;5.845;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;2
5;10;200;86;32;76;5.846;M;$90K - $110K;M;1;0;Partial College;Bronze;Management;N;2
5;10;139;67;22;50;5.847;S;$10K - $30K;M;5;0;Partial High School;Normal;Manual;N;2
0;0;93;44;7;19;5.848;S;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Management;N;3
0;0;0;0;0;0;5.849;M;$10K - $30K;M;5;5;Partial High School;Normal;Skilled Manual;Y;2
1;3;17;10;0;0;5.850;S;$10K - $30K;F;0;0;Partial High School;Normal;Manual;N;1
64;107;515;236;55;111;5.851;M;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;N;2
13;30;133;59;32;71;5.852;M;$30K - $50K;M;0;0;High School Degree;Bronze;Manual;Y;1
0;0;0;0;0;0;5.853;M;$10K - $30K;F;1;1;Partial High School;Bronze;Skilled Manual;N;1
2;1;78;30;7;12;5.854;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;N;0
14;38;142;72;22;42;5.855;S;$50K - $70K;F;2;0;Bachelors Degree;Silver;Professional;N;3
0;0;8;5;2;7;5.856;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;Y;3
2;2;93;38;17;39;5.857;M;$110K - $130K;M;4;3;High School Degree;Silver;Professional;Y;3
4;4;187;88;26;53;5.858;S;$30K - $50K;M;0;0;High School Degree;Bronze;Skilled Manual;N;3
6;13;32;16;6;9;5.859;M;$10K - $30K;M;1;1;Partial High School;Golden;Skilled Manual;Y;2
0;0;30;11;2;3;5.860;S;$90K - $110K;M;2;0;High School Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;5.861;S;$150K +;F;4;0;Bachelors Degree;Silver;Management;Y;3
1;2;30;14;7;14;5.862;S;$30K - $50K;F;0;0;Partial High School;Bronze;Skilled Manual;Y;3
7;21;21;13;0;0;5.863;M;$30K - $50K;M;3;2;High School Degree;Bronze;Manual;Y;1
3;6;42;16;6;15;5.864;S;$30K - $50K;M;5;0;High School Degree;Bronze;Skilled Manual;Y;3
11;14;118;51;11;22;5.865;S;$10K - $30K;M;1;0;Bachelors Degree;Normal;Professional;N;2
0;0;24;10;0;0;5.866;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;Y;2
6;9;114;66;13;29;5.867;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;Y;4
3;7;38;18;8;18;5.868;S;$90K - $110K;F;2;0;High School Degree;Bronze;Management;Y;4
46;98;394;176;52;115;5.869;S;$130K - $150K;M;1;0;High School Degree;Bronze;Professional;Y;1
0;0;7;7;1;1;5.870;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;3
3;7;161;65;15;49;5.871;M;$30K - $50K;F;2;2;Partial High School;Silver;Manual;Y;3
38;79;352;165;49;122;5.872;M;$70K - $90K;F;4;3;Bachelors Degree;Golden;Management;Y;2
0;0;33;12;0;0;5.873;M;$90K - $110K;F;0;0;Partial High School;Silver;Professional;Y;3
0;0;0;0;0;0;5.874;M;$50K - $70K;M;2;2;Bachelors Degree;Bronze;Management;N;3
11;21;107;43;4;2;5.875;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;1
3;12;107;46;6;20;5.876;S;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;1
22;33;576;262;71;144;5.877;S;$10K - $30K;M;3;0;High School Degree;Normal;Skilled Manual;N;2
2;6;26;10;3;2;5.878;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;3
8;13;84;43;8;26;5.879;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Professional;N;2
0;0;0;0;0;0;5.880;S;$70K - $90K;F;4;0;High School Degree;Bronze;Professional;N;4
19;42;461;198;46;95;5.881;S;$70K - $90K;F;4;0;Graduate Degree;Bronze;Professional;N;1
4;2;51;23;20;43;5.882;S;$130K - $150K;F;4;0;Bachelors Degree;Bronze;Professional;N;2
2;1;74;29;0;0;5.883;S;$30K - $50K;F;1;0;High School Degree;Bronze;Manual;N;2
0;0;13;7;14;17;5.884;M;$70K - $90K;M;2;1;Graduate Degree;Bronze;Management;Y;4
0;0;5;2;1;4;5.885;S;$30K - $50K;F;0;0;Partial High School;Bronze;Manual;N;2
15;34;81;39;7;18;5.886;M;$110K - $130K;M;5;2;Graduate Degree;Bronze;Professional;Y;2
14;28;120;53;9;28;5.887;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;3
0;0;19;9;0;0;5.888;M;$10K - $30K;M;3;1;Partial High School;Normal;Manual;N;2
0;0;96;39;5;13;5.889;S;$10K - $30K;F;4;0;High School Degree;Normal;Skilled Manual;N;2
0;0;40;21;3;6;5.890;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;4
3;10;38;16;6;11;5.891;M;$50K - $70K;M;3;2;Bachelors Degree;Bronze;Professional;Y;2
2;5;52;26;5;9;5.892;S;$50K - $70K;F;1;0;Partial High School;Bronze;Manual;Y;2
0;0;0;0;0;0;5.893;S;$30K - $50K;M;5;0;High School Degree;Bronze;Manual;Y;1
7;13;91;44;5;17;5.894;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;N;1
29;45;562;263;70;161;5.895;S;$30K - $50K;M;0;0;Partial College;Bronze;Manual;N;3
9;18;145;72;8;21;5.896;S;$90K - $110K;F;5;0;Partial High School;Bronze;Professional;Y;2
0;0;0;0;0;0;5.897;S;$10K - $30K;F;3;0;Partial High School;Normal;Skilled Manual;N;1
25;48;448;225;52;93;5.898;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;N;1
3;8;209;85;41;79;5.899;M;$30K - $50K;F;2;2;High School Degree;Bronze;Skilled Manual;N;3
39;77;489;243;65;108;5.900;M;$30K - $50K;M;5;5;High School Degree;Golden;Skilled Manual;N;4
7;15;66;27;6;14;5.901;S;$70K - $90K;F;2;0;Graduate Degree;Bronze;Management;N;1
0;0;33;17;1;2;5.902;M;$10K - $30K;M;0;0;Partial High School;Normal;Manual;N;2
15;27;207;96;23;60;5.903;S;$110K - $130K;M;1;0;Partial College;Silver;Management;Y;2
0;0;0;0;0;0;5.904;M;$50K - $70K;F;5;5;Bachelors Degree;Bronze;Professional;Y;3
19;35;124;61;26;41;5.905;M;$50K - $70K;F;1;0;High School Degree;Bronze;Manual;Y;3
7;13;52;26;9;21;5.906;M;$50K - $70K;M;3;3;Bachelors Degree;Golden;Professional;Y;3
0;0;93;46;9;13;5.907;S;$30K - $50K;F;2;0;Partial High School;Bronze;Manual;N;3
0;0;26;7;4;9;5.908;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;1
15;34;248;110;25;52;5.909;S;$30K - $50K;M;1;0;High School Degree;Normal;Manual;N;1
8;7;97;47;9;25;5.910;M;$70K - $90K;F;4;0;Bachelors Degree;Bronze;Professional;N;2
6;9;50;30;6;10;5.911;S;$10K - $30K;F;2;0;Partial High School;Normal;Skilled Manual;N;1
7;17;103;42;7;12;5.912;M;$70K - $90K;F;1;1;Graduate Degree;Bronze;Professional;N;4
14;30;101;56;13;17;5.913;M;$10K - $30K;F;5;4;Partial High School;Normal;Skilled Manual;Y;1
5;7;52;25;4;9;5.914;S;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;1
0;0;0;0;0;0;5.915;M;$70K - $90K;M;2;1;Graduate Degree;Bronze;Professional;Y;4
1;2;5;4;0;0;5.916;M;$30K - $50K;F;2;2;Partial College;Bronze;Clerical;N;3
4;5;28;14;10;20;5.917;S;$130K - $150K;F;2;0;Graduate Degree;Silver;Management;Y;3
0;0;113;55;7;10;5.918;M;$10K - $30K;F;0;0;Partial High School;Normal;Skilled Manual;Y;2
0;0;4;5;0;0;5.919;M;$30K - $50K;F;5;5;Partial High School;Golden;Manual;Y;4
0;0;129;50;17;37;5.920;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;1
0;0;35;18;0;0;5.921;M;$30K - $50K;F;3;1;Partial High School;Bronze;Skilled Manual;Y;2
6;8;110;49;3;9;5.922;S;$110K - $130K;M;4;0;Bachelors Degree;Bronze;Professional;Y;4
18;33;303;130;42;89;5.923;S;$130K - $150K;M;0;0;High School Degree;Bronze;Professional;Y;2
0;0;275;136;33;55;5.924;M;$30K - $50K;M;5;4;Partial College;Golden;Manual;Y;2
3;2;91;48;12;23;5.925;M;$30K - $50K;M;3;2;High School Degree;Bronze;Skilled Manual;Y;1
18;40;21;10;5;16;5.926;S;$30K - $50K;F;5;0;High School Degree;Bronze;Skilled Manual;N;3
7;10;246;120;27;67;5.927;M;$30K - $50K;M;2;2;High School Degree;Bronze;Manual;Y;3
1;1;27;10;2;1;5.928;M;$30K - $50K;F;4;3;Partial College;Golden;Professional;Y;3
17;39;84;40;24;55;5.929;M;$10K - $30K;F;4;3;High School Degree;Normal;Skilled Manual;Y;2
10;25;35;13;3;7;5.930;M;$50K - $70K;F;1;1;Bachelors Degree;Bronze;Professional;Y;3
7;18;136;58;7;11;5.931;S;$10K - $30K;F;5;0;Partial High School;Normal;Skilled Manual;Y;0
4;6;97;47;2;3;5.932;M;$30K - $50K;M;1;1;High School Degree;Silver;Manual;Y;3
0;0;89;40;18;49;5.933;M;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;5.934;S;$30K - $50K;F;2;0;Partial College;Bronze;Professional;N;3
11;23;73;36;11;25;5.935;M;$130K - $150K;M;1;1;Graduate Degree;Bronze;Professional;Y;4
0;0;34;14;0;0;5.936;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;N;1
0;0;23;13;0;0;5.937;M;$30K - $50K;M;4;4;Partial College;Golden;Management;Y;3
3;5;120;63;37;78;5.938;M;$10K - $30K;M;5;5;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;5.939;M;$10K - $30K;F;0;0;Partial High School;Normal;Skilled Manual;Y;0
0;0;0;0;0;0;5.940;M;$30K - $50K;F;4;3;High School Degree;Golden;Skilled Manual;Y;2
3;9;149;72;15;30;5.941;S;$50K - $70K;M;5;0;Bachelors Degree;Bronze;Professional;N;3
6;9;119;55;16;30;5.942;M;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;N;2
3;6;18;8;2;7;5.943;M;$70K - $90K;F;2;2;Graduate Degree;Bronze;Management;Y;3
26;60;612;295;42;112;5.944;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;N;2
6;12;25;10;5;12;5.945;M;$30K - $50K;F;2;1;High School Degree;Bronze;Skilled Manual;N;3
0;0;7;4;0;0;5.946;M;$10K - $30K;F;2;1;Partial High School;Normal;Manual;N;1
2;4;42;20;0;0;5.947;M;$10K - $30K;M;4;3;Partial High School;Normal;Skilled Manual;Y;2
10;16;177;83;16;39;5.948;M;$30K - $50K;M;2;1;Bachelors Degree;Bronze;Management;Y;3
0;0;0;0;0;0;5.949;M;$110K - $130K;F;1;1;Partial High School;Bronze;Professional;Y;3
